country,city,headline,price_value,currency,review_score,review_count,location_city,source_url,scraped_at_utc,city_key
Iceland,Akureyri,The Great Jack O'lantern Blaze,279.0,$,4.3,22,Akureyri,https://www.tripadvisor.com/Attraction_Review-g47560-d23971908-Reviews-The_Great_Jack_O_lantern_Blaze-Croton_on_Hudson_New_York.html,2026-02-21T18:24:02.673481,Akureyri
Iceland,Akureyri,Diamond Circle Tour with Waterfalls From Akureyri,336.07,$,5.0,3,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d28294586-Diamond_Circle_Tour_with_Waterfalls_From_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:24:14.303669,Akureyri
Iceland,Akureyri,Forest Lagoon Admission Ticket with Towel and One Drink included,86.5,$,4.3,17,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d33259067-Forest_Lagoon_Admission_Ticket_with_Towel_and_One_Drink_included-Akureyri_Northeas.html,2026-02-21T18:24:26.345194,Akureyri
Iceland,Akureyri,Deacon Horse Riding Tour,160.99,$,4.9,16,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d17516002-Deacon_Horse_Riding_Tour-Akureyri_Northeast_Region.html,2026-02-21T18:24:38.540205,Akureyri
Iceland,Akureyri,Private Tour in Northern Iceland from Akureyri,2498.92,$,4.9,11,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d11475297-Private_Tour_in_Northern_Iceland_from_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:24:50.381466,Akureyri
Iceland,Akureyri,Star Travel,209.0,$,4.9,290,Akureyri,https://www.tripadvisor.com/Attraction_Review-g189954-d8601355-Reviews-Star_Travel-Akureyri_Northeast_Region.html,2026-02-21T18:25:03.308500,Akureyri
Iceland,Akureyri,Canal Saint-Martin,43.0,$,4.0,1434,Akureyri,https://www.tripadvisor.com/Attraction_Review-g187147-d188461-Reviews-Canal_Saint_Martin-Paris_Ile_de_France.html,2026-02-21T18:25:16.133397,Akureyri
Iceland,Akureyri,Dimmuborgir Lava Formations,171.0,$,4.3,640,Akureyri,https://www.tripadvisor.com/Attraction_Review-g315845-d10815917-Reviews-Dimmuborgir_Lava_Formations-Lake_Myvatn_Northeast_Region.html,2026-02-21T18:25:29.258589,Akureyri
Iceland,Akureyri,Hverfjall,289.0,$,4.4,595,Akureyri,https://www.tripadvisor.com/Attraction_Review-g315845-d3962459-Reviews-Hverfjall-Lake_Myvatn_Northeast_Region.html,2026-02-21T18:25:40.378598,Akureyri
Iceland,Akureyri,Cruise Tour Godafoss and Myvatn Lake and Baths Small Group,215.05,$,5.0,19,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d27347420-Cruise_Tour_Godafoss_and_Myvatn_Lake_and_Baths_Small_Group-Akureyri_Northeast_Regi.html,2026-02-21T18:25:51.010965,Akureyri
Iceland,Akureyri,Krafla Lava Fields,179.0,$,4.6,781,Akureyri,https://www.tripadvisor.com/Attraction_Review-g315845-d2272130-Reviews-Krafla_Lava_Fields-Lake_Myvatn_Northeast_Region.html,2026-02-21T18:26:03.360646,Akureyri
Iceland,Akureyri,Akureyri Winter Godafoss Tour,114.13,$,4.9,11,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d32970755-Akureyri_Winter_Godafoss_Tour-Akureyri_Northeast_Region.html,2026-02-21T18:26:16.178686,Akureyri
Iceland,Akureyri,Myvatn Nature Baths & Goðafoss Waterfall Akureyri Shore Excursion,248.0,$,4.3,9,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d25757019-Myvatn_Nature_Baths_Gooafoss_Waterfall_Akureyri_Shore_Excursion-Akureyri_Northeast.html,2026-02-21T18:26:28.230872,Akureyri
Iceland,Akureyri,St Peter's Catholic Church,336.07,$,4.2,58,Akureyri,https://www.tripadvisor.com/Attraction_Review-g189954-d8142991-Reviews-St_Peter_s_Catholic_Church-Akureyri_Northeast_Region.html,2026-02-21T18:26:41.162181,Akureyri
Iceland,Akureyri,Myflug Air,410.48,$,4.8,47,Akureyri,https://www.tripadvisor.com/Attraction_Review-g189954-d1785017-Reviews-Myflug_Air-Akureyri_Northeast_Region.html,2026-02-21T18:26:53.610282,Akureyri
Iceland,Akureyri,Lake Mývatn & Goðafoss Waterfall from Akureyri Port,170.6,$,4.9,44,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d26149530-Lake_Myvatn_Gooafoss_Waterfall_from_Akureyri_Port-Akureyri_Northeast_Region.html,2026-02-21T18:27:06.121144,Akureyri
Iceland,Akureyri,Zipline Adventure Through Glerárgil River Canyon in Akureyri Town,95.0,$,4.9,57,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d24125128-Zipline_Adventure_Through_Glerargil_River_Canyon_in_Akureyri_Town-Akureyri_Northea.html,2026-02-21T18:27:17.560992,Akureyri
Iceland,Akureyri,Sýsli Travel,86.42,$,4.6,67,Akureyri,https://www.tripadvisor.com/Attraction_Review-g189954-d17695849-Reviews-Sysli_Travel-Akureyri_Northeast_Region.html,2026-02-21T18:27:28.871476,Akureyri
Iceland,Akureyri,"4x4 MiniBus Tour Lake Myvatn, Dettifoss,Selfoss, Godafoss and Nature Baths",348.41,$,5.0,1,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d25183401-4x4_MiniBus_Tour_Lake_Myvatn_Dettifoss_Selfoss_Godafoss_and_Nature_Baths-Akureyri_.html,2026-02-21T18:27:42.099503,Akureyri
Iceland,Akureyri,Northern Lights 4x4 Photography Tour from Akureyri,198.23,$,5.0,2,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d25128001-Northern_Lights_4x4_Photography_Tour_from_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:27:55.791118,Akureyri
Iceland,Akureyri,Grettislaug,87.0,$,4.6,136,Akureyri,https://www.tripadvisor.com/Attraction_Review-g608883-d3636373-Reviews-Grettislaug-Saudarkrokur_Skagafjordur_Northwest_Region.html,2026-02-21T18:28:07.796304,Akureyri
Iceland,Akureyri,Full day Safari - Yala National Park - 04.30 am to 06.00 pm with - Janaka safari,57.67,$,4.9,542,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g1102395-d17419545-Full_day_Safari_Yala_National_Park_04_30_am_to_06_00_pm_with_Janaka_safari-Tissam.html,2026-02-21T18:28:20.961083,Akureyri
Iceland,Akureyri,Whale Watching from the Heart of Akureyri,111.73,$,3.8,26,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d12502039-Whale_Watching_from_the_Heart_of_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:28:32.555118,Akureyri
Iceland,Akureyri,Kerlingarfjöll Highlands Day Tour in a 4X4 from Akureyri,534.62,$,5.0,6,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d11485494-Kerlingarfjoll_Highlands_Day_Tour_in_a_4X4_from_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:28:45.906589,Akureyri
Iceland,Akureyri,Day Trip to Lake Mývatn And The Nature Baths from Akureyri,209.04,$,4.9,46,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d11471248-Day_Trip_to_Lake_Myvatn_And_The_Nature_Baths_from_Akureyri-Akureyri_Northeast_Regi.html,2026-02-21T18:28:59.699308,Akureyri
Iceland,Akureyri,Whale Watching from Akureyri Port,144.17,$,5.0,3,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g7755439-d33218757-Whale_Watching_from_Akureyri_Port-Hauganes_Northeast_Region.html,2026-02-21T18:29:11.891274,Akureyri
Iceland,Akureyri,"Iceland’s Top Grade 4 Rafting – Drysuit, Canyon & Adrenaline",288.34,$,5.0,421,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g660250-d11455743-Iceland_s_Top_Grade_4_Rafting_Drysuit_Canyon_Adrenaline-Varmahlid_Northwest_Region.html,2026-02-21T18:29:24.358863,Akureyri
Iceland,Akureyri,Cruise Tour Godafoss Turf Houses and Forest Baths Small Group,180.21,$,5.0,16,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d27428972-Cruise_Tour_Godafoss_Turf_Houses_and_Forest_Baths_Small_Group-Akureyri_Northeast_R.html,2026-02-21T18:29:36.458374,Akureyri
Iceland,Akureyri,Askja Caldera and Viti Crater 4x4 Tour from Akureyri,552.64,$,5.0,0,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d23587609-Askja_Caldera_and_Viti_Crater_4x4_Tour_from_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:29:48.929028,Akureyri
Iceland,Akureyri,9 Days Self-Drive Tour with Pick Up - Ring Road Tour - 4x4 Campervan,2613.05,$,4.9,50,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189964-d23757053-9_Days_Self_Drive_Tour_with_Pick_Up_Ring_Road_Tour_4x4_Campervan-Keflavik_Reykjane.html,2026-02-21T18:30:00.289880,Akureyri
Iceland,Akureyri,Private Diamond Circle Tour from Akureyri,2052.0,$,4.8,0,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d33071840-Private_Diamond_Circle_Tour_from_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:30:11.850287,Akureyri
Iceland,Akureyri,Coral Crater Adventure Park,109.0,$,4.9,892,Akureyri,https://www.tripadvisor.com/Attraction_Review-g60654-d11849707-Reviews-Coral_Crater_Adventure_Park-Kapolei_Oahu_Hawaii.html,2026-02-21T18:30:23.378881,Akureyri
Iceland,Akureyri,Porto Santo Line Day Cruise,243.65,$,3.7,445,Akureyri,https://www.tripadvisor.com/Attraction_Review-g189167-d2157825-Reviews-Porto_Santo_Line_Day_Cruise-Funchal_Madeira_Madeira_Islands.html,2026-02-21T18:30:36.583028,Akureyri
Iceland,Akureyri,Earth Lagoon Mývatn (Jardbodin vid Myvatn),205.0,$,4.4,2854,Akureyri,https://www.tripadvisor.com/Attraction_Review-g315845-d1881174-Reviews-Earth_Lagoon_Myvatn_Jardbodin_vid_Myvatn-Lake_Myvatn_Northeast_Region.html,2026-02-21T18:30:47.157366,Akureyri
Iceland,Akureyri,(Private Tour) 8 Days Around Iceland | Ring-Road Tour,11018.81,$,5.0,3,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g3676464-d21166824-Private_Tour_8_Days_Around_Iceland_Ring_Road_Tour-Reykjanes_Peninsula.html,2026-02-21T18:30:59.150610,Akureyri
Iceland,Akureyri,Neuschwanstein Castle Skip-the-Line Private Tour for Groups,390.07,$,5.0,94,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g187309-d18834301-Neuschwanstein_Castle_Skip_the_Line_Private_Tour_for_Groups-Munich_Upper_Bavaria_B.html,2026-02-21T18:31:11.547007,Akureyri
Iceland,Akureyri,Northern Lights Photography from Akureyri,192.22,$,5.0,2,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d23648559-Northern_Lights_Photography_from_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:31:24.902933,Akureyri
Iceland,Akureyri,Full-Day Lake Mývatn & Goðafoss Small Group Tour,300.35,$,5.0,12,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d23656766-Full_Day_Lake_Myvatn_Gooafoss_Small_Group_Tour-Akureyri_Northeast_Region.html,2026-02-21T18:31:37.312750,Akureyri
Iceland,Akureyri,Oahu's Waikiki Coast: Moana’s Sunset Cocktail Sail,89.99,$,4.9,1420,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g29222-d22899507-Oahu_s_Waikiki_Coast_Moana_s_Sunset_Cocktail_Sail-Oahu_Hawaii.html,2026-02-21T18:31:50.369051,Akureyri
Iceland,Akureyri,Progressive Dinner Tour with the Locals in Rarotonga,115.45,$,4.7,98,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g1467012-d11483815-Progressive_Dinner_Tour_with_the_Locals_in_Rarotonga-Vaimaanga_Rarotonga_Southern.html,2026-02-21T18:32:01.824248,Akureyri
Iceland,Akureyri,Grjotagja Cave,205.0,$,4.0,624,Akureyri,https://www.tripadvisor.com/Attraction_Review-g1096230-d3962486-Reviews-Grjotagja_Cave-Reykjahlid_Lake_Myvatn_Northeast_Region.html,2026-02-21T18:32:13.732342,Akureyri
Iceland,Akureyri,Ferrari Factory,552.11,$,3.5,337,Akureyri,https://www.tripadvisor.com/Attraction_Review-g187802-d2181027-Reviews-Ferrari_Factory-Maranello_Province_of_Modena_Emilia_Romagna.html,2026-02-21T18:32:26.233686,Akureyri
Iceland,Akureyri,The Husavik Whale Museum,103.0,$,4.5,794,Akureyri,https://www.tripadvisor.com/Attraction_Review-g189963-d519917-Reviews-The_Husavik_Whale_Museum-Husavik_Northeast_Region.html,2026-02-21T18:32:38.941712,Akureyri
Iceland,Akureyri,Port Of Roatan,75.0,$,3.9,23,Akureyri,https://www.tripadvisor.com/Attraction_Review-g292019-d25290415-Reviews-Port_Of_Roatan-Roatan_Bay_Islands.html,2026-02-21T18:32:51.627128,Akureyri
Iceland,Akureyri,Horseback riding on the beach,,,4.6,0,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g6554975-d19010718-Horseback_riding_on_the_beach-El_Paredon_Escuintla_Department.html,2026-02-21T18:33:02.296483,Akureyri
Iceland,Akureyri,6-Day Summer Ring Route of Iceland Small-Group Tour,2643.08,$,4.9,74,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189970-d20109653-6_Day_Summer_Ring_Route_of_Iceland_Small_Group_Tour-Reykjavik_Capital_Region.html,2026-02-21T18:33:14.585664,Akureyri
Iceland,Akureyri,Hammock House,235.0,$,3.8,32,Akureyri,https://www.tripadvisor.com/Attraction_Review-g48947-d7221504-Reviews-Hammock_House-Beaufort_North_Carolina.html,2026-02-21T18:33:26.477948,Akureyri
Iceland,Akureyri,Cruise Tour Godafoss and Myvatn Lake and Dettifoss Small Group,278.73,$,5.0,5,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d27959265-Cruise_Tour_Godafoss_and_Myvatn_Lake_and_Dettifoss_Small_Group-Akureyri_Northeast_.html,2026-02-21T18:33:39.122791,Akureyri
Iceland,Akureyri,7 Day Around Iceland Tour- PRIVATE TOUR,11533.4,$,5.0,8,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189970-d19915206-7_Day_Around_Iceland_Tour_PRIVATE_TOUR-Reykjavik_Capital_Region.html,2026-02-21T18:33:51.133645,Akureyri
Iceland,Akureyri,MS Royal La Terrasse Nile Cruise,600.0,$,3.1,34,Akureyri,https://www.tripadvisor.com/Attraction_Review-g25154997-d26872028-Reviews-MS_Royal_La_Terrasse_Nile_Cruise-Aswan_1_Aswan_Aswan_Governorate_Nile_River_Va.html,2026-02-21T18:34:02.718434,Akureyri
Iceland,Akureyri,Akureyri Express Whale Watching by RIB boat,180.0,$,4.7,105,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d12484139-Akureyri_Express_Whale_Watching_by_RIB_boat-Akureyri_Northeast_Region.html,2026-02-21T18:34:14.700980,Akureyri
Iceland,Akureyri,Glaumbaer Museum,104.0,$,4.4,342,Akureyri,https://www.tripadvisor.com/Attraction_Review-g660250-d1891947-Reviews-Glaumbaer_Museum-Varmahlid_Northwest_Region.html,2026-02-21T18:34:27.173614,Akureyri
Iceland,Akureyri,Akureyri Siglufjörður Half Day Tour to the Arctic Coastline,210.25,$,5.0,4,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d27993646-Akureyri_Siglufjorour_Half_Day_Tour_to_the_Arctic_Coastline-Akureyri_Northeast_Reg.html,2026-02-21T18:34:39.263435,Akureyri
Iceland,Akureyri,"RIB boat express: Whales, Eyjafjord and Akureyri",192.22,$,5.0,7,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d12648937-RIB_boat_express_Whales_Eyjafjord_and_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:34:51.577389,Akureyri
Iceland,Akureyri,Fishermen's Village,59.0,$,4.4,2394,Akureyri,https://www.tripadvisor.com/Attraction_Review-g34583-d144872-Reviews-Fishermen_s_Village-Punta_Gorda_Florida.html,2026-02-21T18:35:04.828010,Akureyri
Iceland,Akureyri,Iceland Fishing Guide,351.67,$,4.6,61,Akureyri,https://www.tripadvisor.com/Attraction_Review-g189954-d8706256-Reviews-Iceland_Fishing_Guide-Akureyri_Northeast_Region.html,2026-02-21T18:35:17.206530,Akureyri
Iceland,Akureyri,Northern Lights Classic MiniBus Tour from Akureyri,150.18,$,4.6,45,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d16672462-Northern_Lights_Classic_MiniBus_Tour_from_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:35:29.487665,Akureyri
Iceland,Akureyri,Northern Lights 4x4 Jeep/van Tour from Akureyri,258.3,$,4.7,20,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d11475296-Northern_Lights_4x4_Jeep_van_Tour_from_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:35:42.141911,Akureyri
Iceland,Akureyri,"Iceland: See & Experience it ALL in 9 Days, 1st Class Custom Tours",4718.58,$,5.0,3,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d17988161-Iceland_See_Experience_it_ALL_in_9_Days_1st_Class_Custom_Tours-Akureyri_Northeast_.html,2026-02-21T18:35:53.965877,Akureyri
Iceland,Akureyri,Waikiki Glass Bottom Boat Cruise,46.0,$,4.6,366,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g29222-d15665388-Waikiki_Glass_Bottom_Boat_Cruise-Oahu_Hawaii.html,2026-02-21T18:36:06.829660,Akureyri
Iceland,Akureyri,Dettifoss Waterfall,279.0,$,4.7,2393,Akureyri,https://www.tripadvisor.com/Attraction_Review-g315845-d1912449-Reviews-Dettifoss_Waterfall-Lake_Myvatn_Northeast_Region.html,2026-02-21T18:36:20.077359,Akureyri
Iceland,Akureyri,"Husky Petting, in Akureyri",84.1,$,5.0,15,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d27131075-Husky_Petting_in_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:36:33.514523,Akureyri
Iceland,Akureyri,Akureyri Snowshoeing with The Traveling Viking,168.2,$,4.9,0,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d27949095-Akureyri_Snowshoeing_with_The_Traveling_Viking-Akureyri_Northeast_Region.html,2026-02-21T18:36:45.819452,Akureyri
Iceland,Akureyri,Arctic Coastline and Siglufjörður Tour,252.29,$,5.0,2,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d12978996-Arctic_Coastline_and_Siglufjorour_Tour-Akureyri_Northeast_Region.html,2026-02-21T18:36:57.109277,Akureyri
Iceland,Akureyri,"Half-Day Combo Tour to Goðafoss, Laufas and The Christmas House",126.15,$,4.6,30,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d26431691-Half_Day_Combo_Tour_to_Gooafoss_Laufas_and_The_Christmas_House-Akureyri_Northeast_.html,2026-02-21T18:37:08.877983,Akureyri
Iceland,Akureyri,Premium Full Day Tour Lake Myvatn and Godafoss,240.28,$,4.8,0,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d25345323-Premium_Full_Day_Tour_Lake_Myvatn_and_Godafoss-Akureyri_Northeast_Region.html,2026-02-21T18:37:20.300340,Akureyri
Iceland,Akureyri,Lake Myvatn and Godafoss Waterfall Day Tour from Akureyri,204.24,$,4.8,45,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d16677332-Lake_Myvatn_and_Godafoss_Waterfall_Day_Tour_from_Akureyri-Akureyri_Northeast_Regio.html,2026-02-21T18:37:33.465363,Akureyri
Iceland,Akureyri,Akureyri North Iceland Waterfalls and Nature Baths Small Group Tour,352.01,$,4.9,28,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d12576328-Akureyri_North_Iceland_Waterfalls_and_Nature_Baths_Small_Group_Tour-Akureyri_North.html,2026-02-21T18:37:45.609965,Akureyri
Iceland,Akureyri,Lýtingsstadir Riding Tours,124.0,$,4.9,45,Akureyri,https://www.tripadvisor.com/Attraction_Review-g660250-d10183555-Reviews-Lytingsstadir_Riding_Tours-Varmahlid_Northwest_Region.html,2026-02-21T18:37:57.989544,Akureyri
Iceland,Akureyri,Asbyrgi (Shelter of the Gods),325.0,$,4.3,215,Akureyri,https://www.tripadvisor.com/Attraction_Review-g7892530-d523242-Reviews-Asbyrgi_Shelter_of_the_Gods-Asbyrgi_Northeast_Region.html,2026-02-21T18:38:08.874841,Akureyri
Iceland,Akureyri,Seebad Luzern,949.86,$,4.2,44,Akureyri,https://www.tripadvisor.com/Attraction_Review-g188064-d3349717-Reviews-Seebad_Luzern-Lucerne.html,2026-02-21T18:38:20.648326,Akureyri
Iceland,Akureyri,Diamond Circle Adventure Tour,330.39,$,5.0,2,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d33098803-Diamond_Circle_Adventure_Tour-Akureyri_Northeast_Region.html,2026-02-21T18:38:31.988544,Akureyri
Iceland,Akureyri,Whale Watching from Downtown Akureyri,104.0,$,4.7,637,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d11478284-Whale_Watching_from_Downtown_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:38:44.263548,Akureyri
Iceland,Akureyri,Northern Lights Tour from Akureyri,108.37,$,5.0,1,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d33709236-Northern_Lights_Tour_from_Akureyri-Akureyri_Northeast_Region.html,2026-02-21T18:38:56.270706,Akureyri
Iceland,Akureyri,The Herring Era Museum,253.0,$,4.7,407,Akureyri,https://www.tripadvisor.com/Attraction_Review-g189971-d3460988-Reviews-The_Herring_Era_Museum-Siglufjordur_Northeast_Region.html,2026-02-21T18:39:09.193524,Akureyri
Iceland,Akureyri,Dettifoss and Goðafoss Waterfall Small Group from Akureyri Port,288.34,$,5.0,4,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d28792085-Dettifoss_and_Gooafoss_Waterfall_Small_Group_from_Akureyri_Port-Akureyri_Northeast.html,2026-02-21T18:39:21.814967,Akureyri
Iceland,Akureyri,Off Road Fury Barbados,135.0,$,4.8,43,Akureyri,https://www.tripadvisor.com/Attraction_Review-g147263-d14111537-Reviews-Off_Road_Fury_Barbados-Bridgetown_Saint_Michael_Parish_Barbados.html,2026-02-21T18:39:32.837902,Akureyri
Iceland,Akureyri,"Lake Myvatn, Dettifoss and Goddafoss Waterfalls Day Tour from Akureyri",312.36,$,5.0,14,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d17474766-Lake_Myvatn_Dettifoss_and_Goddafoss_Waterfalls_Day_Tour_from_Akureyri-Akureyri_Nor.html,2026-02-21T18:39:45.376335,Akureyri
Iceland,Akureyri,Lake Mývatn & Godafoss Small Group Tour from Akureyri Port,336.39,$,4.8,41,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d14070815-Lake_Myvatn_Godafoss_Small_Group_Tour_from_Akureyri_Port-Akureyri_Northeast_Region.html,2026-02-21T18:39:56.679063,Akureyri
Iceland,Akureyri,"Top-Rated Family Rafting-Warm Drysuits, Volcanic Canyon, Epic Fun",186.22,$,5.0,381,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g660250-d11455744-Top_Rated_Family_Rafting_Warm_Drysuits_Volcanic_Canyon_Epic_Fun-Varmahlid_Northwes.html,2026-02-21T18:40:08.291922,Akureyri
Iceland,Akureyri,"Arctic Coastline, Microbrewery and Culture Tour",336.39,$,5.0,0,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d30344030-Arctic_Coastline_Microbrewery_and_Culture_Tour-Akureyri_Northeast_Region.html,2026-02-21T18:40:21.551979,Akureyri
Iceland,Akureyri,Goðafoss and Akureyri Botanic Garden Shared Shore Excursion,165.79,$,5.0,3,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d28097048-Gooafoss_and_Akureyri_Botanic_Garden_Shared_Shore_Excursion-Akureyri_Northeast_Reg.html,2026-02-21T18:40:34.522402,Akureyri
Iceland,Akureyri,"Diamond Circle, Waterfalls and Amazing Landscapes from Akureyri",390.46,$,4.9,16,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d11485495-Diamond_Circle_Waterfalls_and_Amazing_Landscapes_from_Akureyri-Akureyri_Northeast_.html,2026-02-21T18:40:48.517924,Akureyri
Iceland,Akureyri,Keli Sea Tours,104.0,$,4.9,112,Akureyri,https://www.tripadvisor.com/Attraction_Review-g189954-d12598161-Reviews-Keli_Sea_Tours-Akureyri_Northeast_Region.html,2026-02-21T18:41:01.999736,Akureyri
Iceland,Akureyri,Gullah Geechee Tours,39.0,$,4.4,724,Akureyri,https://www.tripadvisor.com/Attraction_Review-g54171-d10697618-Reviews-Gullah_Geechee_Tours-Charleston_South_Carolina.html,2026-02-21T18:41:13.268876,Akureyri
Iceland,Akureyri,United States Botanic Garden,55.0,$,4.6,2904,Akureyri,https://www.tripadvisor.com/Attraction_Review-g28970-d143930-Reviews-United_States_Botanic_Garden-Washington_DC_District_of_Columbia.html,2026-02-21T18:41:23.775464,Akureyri
Iceland,Akureyri,Langhús Farm,124.0,$,5.0,122,Akureyri,https://www.tripadvisor.com/Attraction_Review-g3912224-d7204719-Reviews-Langhus_Farm-Skagafjordur_Northwest_Region.html,2026-02-21T18:41:36.192287,Akureyri
Iceland,Akureyri,5-Day Small Group Journey Around Iceland,1555.82,$,5.0,1,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189970-d32982360-5_Day_Small_Group_Journey_Around_Iceland-Reykjavik_Capital_Region.html,2026-02-21T18:41:49.701441,Akureyri
Iceland,Akureyri,Godafoss Waterfall Shore Excursion From Akureyri Port,84.1,$,4.1,8,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d28042725-Godafoss_Waterfall_Shore_Excursion_From_Akureyri_Port-Akureyri_Northeast_Region.html,2026-02-21T18:42:00.908848,Akureyri
Iceland,Akureyri,Godafoss Waterfall & Turf House Half-Day Tour from Akureyri Port,137.0,$,4.8,4,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d27720027-Godafoss_Waterfall_Turf_House_Half_Day_Tour_from_Akureyri_Port-Akureyri_Northeast_.html,2026-02-21T18:42:12.916396,Akureyri
Iceland,Akureyri,Moonshine Beach,5.0,$,4.3,346,Akureyri,https://www.tripadvisor.com/Attraction_Review-g44160-d282633-Reviews-Moonshine_Beach-Branson_Missouri.html,2026-02-21T18:42:24.094393,Akureyri
Iceland,Akureyri,Viti Crater,494.0,$,4.2,422,Akureyri,https://www.tripadvisor.com/Attraction_Review-g315845-d8669346-Reviews-Viti_Crater-Lake_Myvatn_Northeast_Region.html,2026-02-21T18:42:35.806176,Akureyri
Iceland,Akureyri,R5 Bar,87.0,$,4.5,36,Akureyri,https://www.tripadvisor.com/Attraction_Review-g189954-d11530295-Reviews-R5_Bar-Akureyri_Northeast_Region.html,2026-02-21T18:42:47.927794,Akureyri
Iceland,Akureyri,"Diamond Circle Myvatn Waterfalls, and Husavik from Akureyri Tour",214.0,$,3.5,11,Akureyri,https://www.tripadvisor.com/AttractionProductReview-g189954-d25549512-Diamond_Circle_Myvatn_Waterfalls_and_Husavik_from_Akureyri_Tour-Akureyri_Northeast.html,2026-02-21T18:43:00.890677,Akureyri
Iceland,Akureyri,Yulong (Jade Dragon) Mountain,29.0,$,4.4,712,Akureyri,https://www.tripadvisor.com/Attraction_Review-g1229994-d513523-Reviews-Yulong_Jade_Dragon_Mountain-Yulong_County_Yunnan.html,2026-02-21T18:43:11.508626,Akureyri
