country,city,headline,price_value,currency,review_score,review_count,location_city,source_url,scraped_at_utc,city_key
UK,London,The London Pass®: 100+ Things To Do - Includes Tower Bridge,135.67,$,3.7,863,London,https://www.tripadvisor.com/AttractionProductReview-g186338-d12157207-The_London_PassR_100_Things_To_Do_Includes_Tower_Bridge-London_England.html,2026-02-21T07:21:27.334134,London
UK,London,London Big Bus Hop-On Hop-Off Tour with Optional River Cruise,39.74,$,3.7,8071,London,https://www.tripadvisor.com/AttractionProductReview-g186338-d11454092-London_Big_Bus_Hop_On_Hop_Off_Tour_with_Optional_River_Cruise-London_England.html,2026-02-21T07:21:39.243625,London
UK,London,Tower of London and Crown Jewels Exhibition Ticket,49.06,$,4.6,3387,London,https://www.tripadvisor.com/AttractionProductReview-g186338-d11987901-Tower_of_London_and_Crown_Jewels_Exhibition_Ticket-London_England.html,2026-02-21T07:21:53.462772,London
UK,London,"Stonehenge, Windsor Castle, and Bath from London",122.31,$,4.8,9181,London,https://www.tripadvisor.com/AttractionProductReview-g186338-d11450034-Stonehenge_Windsor_Castle_and_Bath_from_London-London_England.html,2026-02-21T07:22:07.293459,London
UK,Manchester,Alcotraz Prison Cocktail Experience in Manchester,69.89,$,5.0,1203,Manchester,https://www.tripadvisor.com/AttractionProductReview-g187069-d26799194-Alcotraz_Prison_Cocktail_Experience_in_Manchester-Manchester_Greater_Manchester_En.html,2026-02-21T07:22:45.384219,Manchester
UK,Edinburgh,The Chocolatarium Chocolate Tour Experience in Edinburgh,43.85,$,5.0,3904,Edinburgh,https://www.tripadvisor.com/AttractionProductReview-g186525-d18935493-The_Chocolatarium_Chocolate_Tour_Experience_in_Edinburgh-Edinburgh_Scotland.html,2026-02-21T07:23:21.700888,Edinburgh
UK,Edinburgh,Multi-Sensory Haunted Underground Vaults Tour in Edinburgh,37.0,$,4.7,1556,Edinburgh,https://www.tripadvisor.com/AttractionProductReview-g186525-d11485399-Multi_Sensory_Haunted_Underground_Vaults_Tour_in_Edinburgh-Edinburgh_Scotland.html,2026-02-21T07:23:33.788496,Edinburgh
UK,Edinburgh,Haunted Vaults and Graveyard Walking Tour in Edinburgh,35.63,$,4.8,1413,Edinburgh,https://www.tripadvisor.com/AttractionProductReview-g186525-d11456902-Haunted_Vaults_and_Graveyard_Walking_Tour_in_Edinburgh-Edinburgh_Scotland.html,2026-02-21T07:23:47.385135,Edinburgh
France,Paris,Bateaux Parisiens Seine River Gourmet Dinner & Sightseeing Cruise,149.81,$,4.3,2938,Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d11979678-Bateaux_Parisiens_Seine_River_Gourmet_Dinner_Sightseeing_Cruise-Paris_Ile_de_Franc.html,2026-02-21T07:24:24.741580,Paris
France,Paris,Bateaux Mouches Dinner Cruise on the Seine River in Paris,156.18,$,4.3,1636,Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d11469157-Bateaux_Mouches_Dinner_Cruise_on_the_Seine_River_in_Paris-Paris_Ile_de_France.html,2026-02-21T07:24:36.415930,Paris
France,Nice,Official Street Go-Kart in Shibuya,75.78,$,4.9,3017,Nice,https://www.tripadvisor.com/AttractionProductReview-g1066456-d26306463-Official_Street_Go_Kart_in_Shibuya-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,2026-02-21T07:25:13.101116,Nice
France,Nice,3 Days Desert Tour From Marrakech To Merzouga Dunes & Camel Trek,120.14,$,4.9,9942,Nice,https://www.tripadvisor.com/AttractionProductReview-g293734-d15845614-3_Days_Desert_Tour_From_Marrakech_To_Merzouga_Dunes_Camel_Trek-Marrakech_Marrakech.html,2026-02-21T07:25:25.823518,Nice
France,Nice,Flagship 2-Hours Official Street Go-Kart Tour - Tokyo Bay Shop,65.9,$,5.0,4744,Nice,https://www.tripadvisor.com/AttractionProductReview-g1066854-d13317143-Flagship_2_Hours_Official_Street_Go_Kart_Tour_Tokyo_Bay_Shop-Shinagawa_Tokyo_Toky.html,2026-02-21T07:25:39.553055,Nice
Germany,Munich,Third Reich Walking Tour Munich,45.65,$,4.8,2229,Munich,https://www.tripadvisor.com/AttractionProductReview-g187309-d11447825-Third_Reich_Walking_Tour_Munich-Munich_Upper_Bavaria_Bavaria.html,2026-02-21T07:27:02.396571,Munich
Germany,Munich,Munich Ghosts and Spirits Evening Walking Tour,60.07,$,4.9,1351,Munich,https://www.tripadvisor.com/AttractionProductReview-g187309-d21324346-Munich_Ghosts_and_Spirits_Evening_Walking_Tour-Munich_Upper_Bavaria_Bavaria.html,2026-02-21T07:27:14.409956,Munich
Germany,Berlin,Discover Berlin Half-Day Walking Tour,24.03,$,5.0,6217,Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d11449980-Discover_Berlin_Half_Day_Walking_Tour-Berlin.html,2026-02-21T07:27:51.318231,Berlin
Germany,Berlin,Berlin: Sachsenhausen Concentration Camp Tour in English,35.92,$,4.9,4052,Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d11452019-Berlin_Sachsenhausen_Concentration_Camp_Tour_in_English-Berlin.html,2026-02-21T07:28:04.097277,Berlin
Germany,Berlin,Sachsenhausen Concentration Camp Bus Tour in English from Berlin,76.77,$,4.9,1612,Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d16796598-Sachsenhausen_Concentration_Camp_Bus_Tour_in_English_from_Berlin-Berlin.html,2026-02-21T07:28:16.865743,Berlin
Germany,Berlin,Third Reich Berlin: Hitler and WWII Walking Tour,23.91,$,5.0,2327,Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d11452027-Third_Reich_Berlin_Hitler_and_WWII_Walking_Tour-Berlin.html,2026-02-21T07:28:31.513247,Berlin
Italy,Rome,"Pompeii, Amalfi Coast and Positano Day Trip from Rome",100.92,$,4.5,2032,Rome,https://www.tripadvisor.com/AttractionProductReview-g187791-d11487388-Pompeii_Amalfi_Coast_and_Positano_Day_Trip_from_Rome-Rome_Lazio.html,2026-02-21T07:29:10.011028,Rome
Italy,Rome,"Colosseum Arena Floor, Roman Forum and Palatine Hill Guided Tour",34.81,$,4.5,4180,Rome,https://www.tripadvisor.com/AttractionProductReview-g187791-d13534683-Colosseum_Arena_Floor_Roman_Forum_and_Palatine_Hill_Guided_Tour-Rome_Lazio.html,2026-02-21T07:29:24.332256,Rome
Italy,Rome,"Rome: Colosseum, Roman Forum and Palatine Hill Guided Tour",34.84,$,4.6,6341,Rome,https://www.tripadvisor.com/AttractionProductReview-g187791-d11449756-Rome_Colosseum_Roman_Forum_and_Palatine_Hill_Guided_Tour-Rome_Lazio.html,2026-02-21T07:29:37.625673,Rome
Italy,Milan,Bellagio & Varenna: Small Group Tour from Milan with Boat Cruise,176.61,$,4.9,710,Milan,https://www.tripadvisor.com/AttractionProductReview-g187849-d27112306-Bellagio_Varenna_Small_Group_Tour_from_Milan_with_Boat_Cruise-Milan_Lombardy.html,2026-02-21T07:30:13.646201,Milan
Italy,Milan,"Bernina Red Train, Swiss Alps & St Moritz From Milan",166.99,$,4.9,2345,Milan,https://www.tripadvisor.com/AttractionProductReview-g187849-d15546123-Bernina_Red_Train_Swiss_Alps_St_Moritz_From_Milan-Milan_Lombardy.html,2026-02-21T07:30:26.381488,Milan
Italy,Milan,"Small-Group Barolo Wine Tasting, Alba & UNESCO Piedmont Hills",215.05,$,5.0,625,Milan,https://www.tripadvisor.com/AttractionProductReview-g187849-d27159885-Small_Group_Barolo_Wine_Tasting_Alba_UNESCO_Piedmont_Hills-Milan_Lombardy.html,2026-02-21T07:30:40.074427,Milan
Italy,Venice,Eat Like a Local: Venice 3-Hour Small-Group Food Tasting Tour,106.4,$,4.8,1331,Venice,https://www.tripadvisor.com/AttractionProductReview-g187870-d12577819-Eat_Like_a_Local_Venice_3_Hour_Small_Group_Food_Tasting_Tour-Venice_Veneto.html,2026-02-21T07:31:19.439301,Venice
Italy,Venice,Grand Canal Gondola Experience with Live Commentary™,46.85,$,4.2,2527,Venice,https://www.tripadvisor.com/AttractionProductReview-g187870-d12465639-Grand_Canal_Gondola_Experience_with_Live_Commentary-Venice_Veneto.html,2026-02-21T07:31:32.518597,Venice
Italy,Venice,Murano & Burano Islands Guided Small-Group Tour by Private Boat,36.04,$,4.8,3295,Venice,https://www.tripadvisor.com/AttractionProductReview-g187870-d11449780-Murano_Burano_Islands_Guided_Small_Group_Tour_by_Private_Boat-Venice_Veneto.html,2026-02-21T07:31:45.922371,Venice
Spain,Barcelona,"Barcelona in 1 Day: Sagrada Familia, Park Guell,Old Town & Pickup",119.5,$,4.9,10526,Barcelona,https://www.tripadvisor.com/AttractionProductReview-g187497-d11988199-Barcelona_in_1_Day_Sagrada_Familia_Park_Guell_Old_Town_Pickup-Barcelona_Catalonia.html,2026-02-21T07:32:23.688173,Barcelona
Spain,Barcelona,Montserrat Monastery Small Group or Private Tour Hotel pick-up,113.5,$,4.9,3421,Barcelona,https://www.tripadvisor.com/AttractionProductReview-g187497-d11988396-Montserrat_Monastery_Small_Group_or_Private_Tour_Hotel_pick_up-Barcelona_Catalonia.html,2026-02-21T07:32:37.655653,Barcelona
Spain,Madrid,Avila & Segovia Tour with Tickets to Monuments from Madrid,94.82,$,4.8,8380,Madrid,https://www.tripadvisor.com/AttractionProductReview-g187514-d16722900-Avila_Segovia_Tour_with_Tickets_to_Monuments_from_Madrid-Madrid.html,2026-02-21T07:33:20.302382,Madrid
Spain,Madrid,Madrid Tapas & Wine Tasting Walking Tour – Small Group Local Bars,92.51,$,4.9,1684,Madrid,https://www.tripadvisor.com/AttractionProductReview-g187514-d11452855-Madrid_Tapas_Wine_Tasting_Walking_Tour_Small_Group_Local_Bars-Madrid.html,2026-02-21T07:33:36.161483,Madrid
Spain,Madrid,"Three Cities in One Day: Segovia, Avila and Toledo from Madrid",126.01,$,4.9,7431,Madrid,https://www.tripadvisor.com/AttractionProductReview-g187514-d15642393-Three_Cities_in_One_Day_Segovia_Avila_and_Toledo_from_Madrid-Madrid.html,2026-02-21T07:33:50.676494,Madrid
Spain,Seville,"Sevilla Food Tour: Tapas, Wine, History & Traditions",82.9,$,4.9,2664,Seville,https://www.tripadvisor.com/AttractionProductReview-g187443-d17796856-Sevilla_Food_Tour_Tapas_Wine_History_Traditions-Seville_Province_of_Seville_Andalu.html,2026-02-21T07:34:31.374378,Seville
Spain,Seville,Alcazar and Cathedral of Seville Tour with Skip the Line Tickets,70.88,$,4.7,3368,Seville,https://www.tripadvisor.com/AttractionProductReview-g187443-d13000408-Alcazar_and_Cathedral_of_Seville_Tour_with_Skip_the_Line_Tickets-Seville_Province_.html,2026-02-21T07:34:45.464113,Seville
Turkey,Istanbul,Bosphorus Sunset Yacht Experience: Istanbul’s Best,60.07,$,4.9,1679,Istanbul,https://www.tripadvisor.com/AttractionProductReview-g293974-d15301690-Bosphorus_Sunset_Yacht_Experience_Istanbul_s_Best-Istanbul.html,2026-02-21T07:35:23.510112,Istanbul
Turkey,Istanbul,"Best of Istanbul 1, 2 or 3-Day Private Guided Istanbul Tour",100.0,$,5.0,7290,Istanbul,https://www.tripadvisor.com/AttractionProductReview-g293974-d11460259-Best_of_Istanbul_1_2_or_3_Day_Private_Guided_Istanbul_Tour-Istanbul.html,2026-02-21T07:35:36.937717,Istanbul
Turkey,Antalya,Antalya Luxury Old Town Tour with Cable Car & Boat Trip,32.36,$,4.8,1709,Antalya,https://www.tripadvisor.com/AttractionProductReview-g297962-d25193855-Antalya_Luxury_Old_Town_Tour_with_Cable_Car_Boat_Trip-Antalya_Turkish_Mediterranea.html,2026-02-21T07:36:14.971852,Antalya
Turkey,Antalya,Antalya Pamukkale Hot Springs & Hierapolis Tour With Lunch,50.0,$,4.8,1038,Antalya,https://www.tripadvisor.com/AttractionProductReview-g297962-d25302114-Antalya_Pamukkale_Hot_Springs_Hierapolis_Tour_With_Lunch-Antalya_Turkish_Mediterra.html,2026-02-21T07:36:26.844902,Antalya
Turkey,Izmir,Pamukkale Tour from Izmir,132.15,$,4.9,718,Izmir,https://www.tripadvisor.com/AttractionProductReview-g298006-d12960350-Pamukkale_Tour_from_Izmir-Izmir_Izmir_Province_Turkish_Aegean_Coast.html,2026-02-21T07:37:05.125587,Izmir
UAE,Dubai,"Dubai Red Dunes ATV, Camels, Stargazing & 5* BBQ Al Khayma Camp",65.0,$,5.0,22407,Dubai,https://www.tripadvisor.com/AttractionProductReview-g295424-d15135502-Dubai_Red_Dunes_ATV_Camels_Stargazing_5_BBQ_Al_Khayma_Camp-Dubai_Emirate_of_Dubai.html,2026-02-21T07:37:41.087423,Dubai
UAE,Dubai,Dubai Marina Luxury Yacht Tour with Optional Breakfast or BBQ,24.38,$,4.9,6493,Dubai,https://www.tripadvisor.com/AttractionProductReview-g295424-d13436476-Dubai_Marina_Luxury_Yacht_Tour_with_Optional_Breakfast_or_BBQ-Dubai_Emirate_of_Dub.html,2026-02-21T07:37:54.741887,Dubai
UAE,Abu Dhabi,Abu Dhabi Full-Day Sightseeing Tour from Dubai with Mosque Visit,40.0,$,4.7,3383,Abu Dhabi,https://www.tripadvisor.com/AttractionProductReview-g295424-d12878617-Abu_Dhabi_Full_Day_Sightseeing_Tour_from_Dubai_with_Mosque_Visit-Dubai_Emirate_of_.html,2026-02-21T07:38:33.181541,Abu Dhabi
UAE,Abu Dhabi,"Dubai To Abu Dhabi: Grand Mosque, Royal Palace & Etihad Tower",99.0,$,5.0,8797,Abu Dhabi,https://www.tripadvisor.com/AttractionProductReview-g295424-d15546138-Dubai_To_Abu_Dhabi_Grand_Mosque_Royal_Palace_Etihad_Tower-Dubai_Emirate_of_Dubai.html,2026-02-21T07:38:47.645699,Abu Dhabi
USA,New York,Go City: New York Explorer Pass: 100+ Things to Do Including Edge,89.0,$,4.2,992,New York,https://www.tripadvisor.com/AttractionProductReview-g60763-d12181676-Go_City_New_York_Explorer_Pass_100_Things_to_Do_Including_Edge-New_York_City_New_Yo.html,2026-02-21T07:39:47.028457,New York
USA,New York,New York Pass: 100+ Things To Do including Empire State Building,169.0,$,4.2,798,New York,https://www.tripadvisor.com/AttractionProductReview-g60763-d12549961-New_York_Pass_100_Things_To_Do_including_Empire_State_Building-New_York_City_New_Yo.html,2026-02-21T07:40:00.492358,New York
USA,Los Angeles,"Full-Day Iconic Sights of LA, Hollywood, Beverly Hills, Beaches and More",99.0,$,4.9,4288,Los Angeles,https://www.tripadvisor.com/AttractionProductReview-g32655-d12165131-Full_Day_Iconic_Sights_of_LA_Hollywood_Beverly_Hills_Beaches_and_More-Los_Angeles_C.html,2026-02-21T07:40:38.498958,Los Angeles
USA,Miami,"2 hrs Miami Private Boat with Cooler, Ice, Bluetooth Stereo",60.0,$,5.0,2702,Miami,https://www.tripadvisor.com/AttractionProductReview-g34438-d17687119-2_hrs_Miami_Private_Boat_with_Cooler_Ice_Bluetooth_Stereo-Miami_Florida.html,2026-02-21T07:41:15.859305,Miami
USA,Miami,Miami Biscayne Bay rich and famous Sightseeing Boat Tour,28.99,$,4.7,1765,Miami,https://www.tripadvisor.com/AttractionProductReview-g34438-d11456950-Miami_Biscayne_Bay_rich_and_famous_Sightseeing_Boat_Tour-Miami_Florida.html,2026-02-21T07:41:26.993455,Miami
USA,Miami,Miami: Open-top Bus Sightseeing Night Tour with Live Guide,36.0,$,4.1,1616,Miami,https://www.tripadvisor.com/AttractionProductReview-g34438-d13857496-Miami_Open_top_Bus_Sightseeing_Night_Tour_with_Live_Guide-Miami_Florida.html,2026-02-21T07:41:39.133164,Miami
Netherlands,Amsterdam,Amsterdam Classic Saloon Boat Cruise with Drinks and Cheese,21.01,$,4.9,28122,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d15209893-Amsterdam_Classic_Saloon_Boat_Cruise_with_Drinks_and_Cheese-Amsterdam_North_Hollan.html,2026-02-21T07:42:16.710079,Amsterdam
Netherlands,Amsterdam,Anne Frank's Story - Guided Walking Tour through Amsterdam,39.05,$,4.9,8453,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d12112403-Anne_Frank_s_Story_Guided_Walking_Tour_through_Amsterdam-Amsterdam_North_Holland_P.html,2026-02-21T07:42:30.775495,Amsterdam
Netherlands,Amsterdam,Eating Amsterdam: Jordaan Food Tour,109.22,$,4.9,1922,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d11454320-Eating_Amsterdam_Jordaan_Food_Tour-Amsterdam_North_Holland_Province.html,2026-02-21T07:42:42.033770,Amsterdam
Netherlands,Amsterdam,Amsterdam All-Inclusive 90-Minutes Heated Cruise by Captain Jack,30.01,$,4.9,13742,Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d17809082-Amsterdam_All_Inclusive_90_Minutes_Heated_Cruise_by_Captain_Jack-Amsterdam_North_H.html,2026-02-21T07:42:55.620431,Amsterdam
Japan,Tokyo,Official Street Go-Kart in Shibuya,75.78,$,4.9,3017,Tokyo,https://www.tripadvisor.com/AttractionProductReview-g1066456-d26306463-Official_Street_Go_Kart_in_Shibuya-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,2026-02-21T07:44:20.377916,Tokyo
Japan,Tokyo,Tokyo Bar Hopping Tour in Shinjuku (All-You-Can-Drink + Dinner),111.24,$,4.9,3047,Tokyo,https://www.tripadvisor.com/AttractionProductReview-g1066457-d13328474-Tokyo_Bar_Hopping_Tour_in_Shinjuku_All_You_Can_Drink_Dinner-Shinjuku_Tokyo_Tokyo_.html,2026-02-21T07:44:33.408614,Tokyo
Japan,Osaka,Hungry Osaka Street Food Tour:15 Tastings & 3 Drinks with a Local,86.02,$,5.0,1388,Osaka,https://www.tripadvisor.com/AttractionProductReview-g298566-d26580720-Hungry_Osaka_Street_Food_Tour_15_Tastings_3_Drinks_with_a_Local-Osaka_Osaka_Prefec.html,2026-02-21T07:45:12.033858,Osaka
Japan,Osaka,Osaka Street Food Tour: 17 Dishes at 4 Local Eateries,72.49,$,5.0,1378,Osaka,https://www.tripadvisor.com/AttractionProductReview-g298566-d27954258-Osaka_Street_Food_Tour_17_Dishes_at_4_Local_Eateries-Osaka_Osaka_Prefecture_Kinki.html,2026-02-21T07:45:24.168124,Osaka
Japan,Osaka,Osaka Go Karting Tour with Funny Costume,46.13,$,5.0,2631,Osaka,https://www.tripadvisor.com/AttractionProductReview-g298566-d12726128-Osaka_Go_Karting_Tour_with_Funny_Costume-Osaka_Osaka_Prefecture_Kinki.html,2026-02-21T07:45:36.913139,Osaka
Japan,Osaka,Osaka Food Tour: 13 Dishes at 5 Local Eateries,85.67,$,4.8,1184,Osaka,https://www.tripadvisor.com/AttractionProductReview-g298566-d19011343-Osaka_Food_Tour_13_Dishes_at_5_Local_Eateries-Osaka_Osaka_Prefecture_Kinki.html,2026-02-21T07:45:48.043527,Osaka
Japan,Nagoya,"Ultimate Sumo Tournament: Tokyo, Osaka, Nagoya, Fukuoka",183.2,$,4.9,301,Nagoya,https://www.tripadvisor.com/AttractionProductReview-g1066459-d20188310-Ultimate_Sumo_Tournament_Tokyo_Osaka_Nagoya_Fukuoka-Sumida_Tokyo_Tokyo_Prefecture.html,2026-02-21T07:46:24.030046,Nagoya
Thailand,Bangkok,"Bangkok by Night: Temples, Markets and Food Tuk-Tuk Tour",79.8,$,4.9,2037,Bangkok,https://www.tripadvisor.com/AttractionProductReview-g293916-d11454026-Bangkok_by_Night_Temples_Markets_and_Food_Tuk_Tuk_Tour-Bangkok.html,2026-02-21T07:47:01.576583,Bangkok
Thailand,Bangkok,Bangkok Midnight Food Tuk Tuk Tour,82.27,$,4.9,2091,Bangkok,https://www.tripadvisor.com/AttractionProductReview-g293916-d12565966-Bangkok_Midnight_Food_Tuk_Tuk_Tour-Bangkok.html,2026-02-21T07:47:14.418913,Bangkok
Thailand,Bangkok,Bangkok Canal Tour: 2-Hour Longtail Boat Ride,37.84,$,4.7,5160,Bangkok,https://www.tripadvisor.com/AttractionProductReview-g293916-d15830832-Bangkok_Canal_Tour_2_Hour_Longtail_Boat_Ride-Bangkok.html,2026-02-21T07:47:27.940055,Bangkok
Thailand,Phuket,Phang Nga Bay Sea Cave Canoeing & James Bond Island by Big Boat,99.0,$,4.9,4248,Phuket,https://www.tripadvisor.com/AttractionProductReview-g293920-d11992108-Phang_Nga_Bay_Sea_Cave_Canoeing_James_Bond_Island_by_Big_Boat-Phuket.html,2026-02-21T07:48:05.573422,Phuket
Thailand,Phuket,A Morning with the Elephants at Phuket Elephant Sanctuary,98.72,$,4.9,1269,Phuket,https://www.tripadvisor.com/AttractionProductReview-g293920-d19651145-A_Morning_with_the_Elephants_at_Phuket_Elephant_Sanctuary-Phuket.html,2026-02-21T07:48:18.754725,Phuket
Thailand,Chiang Mai,Thai and Akha Cooking Class in Chiang Mai,42.0,$,5.0,4150,Chiang Mai,https://www.tripadvisor.com/AttractionProductReview-g293917-d11485481-Thai_and_Akha_Cooking_Class_in_Chiang_Mai-Chiang_Mai.html,2026-02-21T07:48:55.104980,Chiang Mai
Thailand,Chiang Mai,Half-Day Thai Cooking Class at Organic Farm in Chiang Mai,29.62,$,5.0,19179,Chiang Mai,https://www.tripadvisor.com/AttractionProductReview-g293917-d23997354-Half_Day_Thai_Cooking_Class_at_Organic_Farm_in_Chiang_Mai-Chiang_Mai.html,2026-02-21T07:49:08.023633,Chiang Mai
Czechia,Prague,Shooting Range Prague - RANGER Prague,102.12,$,5.0,4261,Prague,https://www.tripadvisor.com/AttractionProductReview-g274707-d15301439-Shooting_Range_Prague_RANGER_Prague-Prague_Bohemia.html,2026-02-21T07:49:45.494462,Prague
Czechia,Prague,Prague Ghost and Legend of Old Town Walking Tour,21.63,$,4.8,2152,Prague,https://www.tripadvisor.com/AttractionProductReview-g274707-d11455594-Prague_Ghost_and_Legend_of_Old_Town_Walking_Tour-Prague_Bohemia.html,2026-02-21T07:49:59.360744,Prague
Greece,Athens,"All Day Cruise -3 Islands to Agistri,Moni, Aegina with lunch and drinks included",179.01,$,4.9,3423,Athens,https://www.tripadvisor.com/AttractionProductReview-g189403-d13504995-All_Day_Cruise_3_Islands_to_Agistri_Moni_Aegina_with_lunch_and_drinks_included-Pir.html,2026-02-21T07:51:21.305384,Athens
Greece,Athens,Greek Food Walking Tour in Athens,86.5,$,5.0,1724,Athens,https://www.tripadvisor.com/AttractionProductReview-g189400-d11452751-Greek_Food_Walking_Tour_in_Athens-Athens_Attica.html,2026-02-21T07:51:33.965358,Athens
Greece,Heraklion (Crete),Private Tour-Knossos Palace Zeus Cave Olive Oil Mill & Wine,148.97,$,5.0,77,Heraklion (Crete),https://www.tripadvisor.com/AttractionProductReview-g189417-d25074586-Private_Tour_Knossos_Palace_Zeus_Cave_Olive_Oil_Mill_Wine-Heraklion_Crete.html,2026-02-21T07:52:36.334255,Heraklion (Crete)
Portugal,Lisbon,Winner 2025 Undiscovered Lisbon Food & Wine Tour by Eating Europe,124.95,$,5.0,5393,Lisbon,https://www.tripadvisor.com/AttractionProductReview-g189158-d17533881-Winner_2025_Undiscovered_Lisbon_Food_Wine_Tour_by_Eating_Europe-Lisbon_Lisbon_Dist.html,2026-02-21T07:53:13.763943,Lisbon
Portugal,Porto,"Three Cities in One Day: Porto, Nazare and Obidos from Lisbon",132.14,$,4.8,3018,Porto,https://www.tripadvisor.com/AttractionProductReview-g189158-d24979819-Three_Cities_in_One_Day_Porto_Nazare_and_Obidos_from_Lisbon-Lisbon_Lisbon_District.html,2026-02-21T07:53:52.253780,Porto
Portugal,Porto,Craft Beer & Food Tour in Porto by Taste Porto (since 2013),90.11,$,4.9,1701,Porto,https://www.tripadvisor.com/AttractionProductReview-g189180-d18273520-Craft_Beer_Food_Tour_in_Porto_by_Taste_Porto_since_2013-Porto_Porto_District_North.html,2026-02-21T07:54:04.640339,Porto
Portugal,Porto,The Unvanquished Tour in Porto City Center,3.59,$,5.0,26324,Porto,https://www.tripadvisor.com/AttractionProductReview-g189180-d25382579-The_Unvanquished_Tour_in_Porto_City_Center-Porto_Porto_District_Northern_Portugal.html,2026-02-21T07:54:16.759959,Porto
Portugal,Porto,"Complete Douro Valley Wine Tour with Lunch, Wine Tastings and River Cruise",101.1,$,4.9,10422,Porto,https://www.tripadvisor.com/AttractionProductReview-g189180-d11455792-Complete_Douro_Valley_Wine_Tour_with_Lunch_Wine_Tastings_and_River_Cruise-Porto_Po.html,2026-02-21T07:54:30.800418,Porto
South Korea,Seoul,DMZ Tour (Exclusive offer: NK Defector meet up & Experience Hall),50.0,$,5.0,2109,Seoul,https://www.tripadvisor.com/AttractionProductReview-g294197-d17699664-DMZ_Tour_Exclusive_offer_NK_Defector_meet_up_Experience_Hall-Seoul.html,2026-02-21T07:55:30.794234,Seoul
South Korea,Seoul,Best DMZ Tour Korea from Seoul (Suspension Bridge & JSA Museum),50.0,$,4.9,39189,Seoul,https://www.tripadvisor.com/AttractionProductReview-g294197-d14861389-Best_DMZ_Tour_Korea_from_Seoul_Suspension_Bridge_JSA_Museum-Seoul.html,2026-02-21T07:55:42.551439,Seoul
South Korea,Seoul,"Seoul City Sightseeing Tour Including Gyeongbokgung Palace, N Seoul Tower, and Namsangol Hanok Village",64.0,$,4.9,1820,Seoul,https://www.tripadvisor.com/AttractionProductReview-g294197-d11454649-Seoul_City_Sightseeing_Tour_Including_Gyeongbokgung_Palace_N_Seoul_Tower_and_Namsa.html,2026-02-21T07:55:54.391499,Seoul
South Korea,Seoul,"DMZ; NK Defector, 3rd Tunnel, Suspension Bridge, Observatory",50.0,$,5.0,19851,Seoul,https://www.tripadvisor.com/AttractionProductReview-g294197-d11454650-DMZ_NK_Defector_3rd_Tunnel_Suspension_Bridge_Observatory-Seoul.html,2026-02-21T07:56:07.989272,Seoul
South Korea,Busan,Full-Day Tour Unmissable things to do in Busan,38.0,$,4.8,102,Busan,https://www.tripadvisor.com/AttractionProductReview-g297884-d24817492-Full_Day_Tour_Unmissable_things_to_do_in_Busan-Busan.html,2026-02-21T07:56:45.677540,Busan
South Korea,Jeju,Jeju Island English Private & Flexible Tour any number anywhere,230.0,$,4.9,513,Jeju,https://www.tripadvisor.com/AttractionProductReview-g297885-d26341834-Jeju_Island_English_Private_Flexible_Tour_any_number_anywhere-Jeju_Jeju_Island.html,2026-02-21T07:57:21.592938,Jeju
South Korea,Jeju,Jeju Southern UNESCO Full Day Tour with Mt.Halla,56.67,$,5.0,425,Jeju,https://www.tripadvisor.com/AttractionProductReview-g297885-d29615792-Jeju_Southern_UNESCO_Full_Day_Tour_with_Mt_Halla-Jeju_Jeju_Island.html,2026-02-21T07:57:33.796436,Jeju
Morocco,Marrakech,Hot Air Balloon Flight over Marrakech with Traditional Breakfast,168.03,$,4.9,2392,Marrakech,https://www.tripadvisor.com/AttractionProductReview-g293734-d15305958-Hot_Air_Balloon_Flight_over_Marrakech_with_Traditional_Breakfast-Marrakech_Marrake.html,2026-02-21T07:58:11.890898,Marrakech
Morocco,Marrakech,Day Trip To Casablanca from Marrakech,31.24,$,4.7,1062,Marrakech,https://www.tripadvisor.com/AttractionProductReview-g2626640-d25082924-Day_Trip_To_Casablanca_from_Marrakech-Marrakech_Safi.html,2026-02-21T07:58:24.920377,Marrakech
Morocco,Marrakech,3 Days Desert Tour From Marrakech To Merzouga Dunes & Camel Trek,120.14,$,4.9,9942,Marrakech,https://www.tripadvisor.com/AttractionProductReview-g293734-d15845614-3_Days_Desert_Tour_From_Marrakech_To_Merzouga_Dunes_Camel_Trek-Marrakech_Marrakech.html,2026-02-21T07:58:37.943787,Marrakech
Morocco,Marrakech,Atlas Mountains & 5 Valleys Tour from Marrakech - All inclusive -,94.91,$,5.0,2877,Marrakech,https://www.tripadvisor.com/AttractionProductReview-g293734-d11471586-Atlas_Mountains_5_Valleys_Tour_from_Marrakech_All_inclusive-Marrakech_Marrakech_Sa.html,2026-02-21T07:58:51.067949,Marrakech
